StartTime,EndTime,AreaID,UnitName,quantity_B01,hourly_time,quantity_B11,quantity_B14,quantity_B16,quantity_B17,quantity_B18,quantity_B19,total_green_energy,Load
2021-12-31 23:00:00+00:00,2022-01-01 00:00:00+00:00,10YNL----------L,MAW,21,2021-12-31 23:00:00+00:00,0,485,1,410,2016,1516,4449,10326
2022-01-01 00:00:00+00:00,2022-01-01 01:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 00:00:00+00:00,0,1940,4,1619,6940,5739,16327,40706
2022-01-01 01:00:00+00:00,2022-01-01 02:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 01:00:00+00:00,0,1940,4,1642,5548,5494,14713,39465
2022-01-01 02:00:00+00:00,2022-01-01 03:00:00+00:00,10YNL----------L,MAW,86,2022-01-01 02:00:00+00:00,0,1940,4,1629,5550,5684,14893,38923
2022-01-01 03:00:00+00:00,2022-01-01 04:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 03:00:00+00:00,0,1940,4,1648,5709,5492,14878,38211
2022-01-01 04:00:00+00:00,2022-01-01 05:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 04:00:00+00:00,0,1940,4,1657,5860,5144,14690,38146
2022-01-01 05:00:00+00:00,2022-01-01 06:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 05:00:00+00:00,0,1940,4,1693,6295,4644,14661,38956
2022-01-01 06:00:00+00:00,2022-01-01 07:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 06:00:00+00:00,0,1940,4,1677,6252,4082,14038,39968
2022-01-01 07:00:00+00:00,2022-01-01 08:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 07:00:00+00:00,0,1940,5,1667,5794,4682,14172,40808
2022-01-01 08:00:00+00:00,2022-01-01 09:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 08:00:00+00:00,0,1940,33,1670,6484,4754,14965,41742
2022-01-01 09:00:00+00:00,2022-01-01 10:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 09:00:00+00:00,0,1940,118,1680,7686,5395,16903,42796
2022-01-01 10:00:00+00:00,2022-01-01 11:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 10:00:00+00:00,0,1940,147,1685,8346,5463,17664,42494
2022-01-01 11:00:00+00:00,2022-01-01 12:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 11:00:00+00:00,0,1940,146,1684,8743,5875,18472,42294
2022-01-01 12:00:00+00:00,2022-01-01 13:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 12:00:00+00:00,0,1940,122,1671,8805,6061,18682,43153
2022-01-01 13:00:00+00:00,2022-01-01 14:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 13:00:00+00:00,0,1939,78,1682,8705,6192,18679,44379
2022-01-01 14:00:00+00:00,2022-01-01 15:00:00+00:00,10YNL----------L,MAW,80,2022-01-01 14:00:00+00:00,0,1938,48,1675,8532,6336,18609,45865
2022-01-01 15:00:00+00:00,2022-01-01 16:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 15:00:00+00:00,0,1936,4,1689,7816,6717,18245,48406
2022-01-01 16:00:00+00:00,2022-01-01 17:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 16:00:00+00:00,0,1936,4,1668,8505,7006,19203,52021
2022-01-01 17:00:00+00:00,2022-01-01 18:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 17:00:00+00:00,0,1936,4,1661,8859,7265,19808,51429
2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 18:00:00+00:00,0,1936,4,1690,8956,7162,19832,49999
2022-01-01 19:00:00+00:00,2022-01-01 20:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 19:00:00+00:00,0,1936,4,1695,8479,6735,18933,47940
2022-01-01 20:00:00+00:00,2022-01-01 21:00:00+00:00,10YNL----------L,MAW,83,2022-01-01 20:00:00+00:00,0,1937,4,1685,7758,6258,17725,46052
2022-01-01 21:00:00+00:00,2022-01-01 22:00:00+00:00,10YNL----------L,MAW,85,2022-01-01 21:00:00+00:00,0,1940,4,1700,7854,5735,17318,44113
2022-01-01 22:00:00+00:00,2022-01-01 23:00:00+00:00,10YNL----------L,MAW,84,2022-01-01 22:00:00+00:00,0,1940,4,1716,8411,5530,17685,42275
2022-01-01 23:00:00+00:00,2022-01-02 00:00:00+00:00,10YNL----------L,MAW,82,2022-01-01 23:00:00+00:00,0,1942,4,1709,8234,5890,17861,41053
2022-01-02 00:00:00+00:00,2022-01-02 01:00:00+00:00,10YNL----------L,MAW,81,2022-01-02 00:00:00+00:00,0,1942,4,1663,8263,6671,18624,39562
2022-01-02 01:00:00+00:00,2022-01-02 02:00:00+00:00,10YNL----------L,MAW,82,2022-01-02 01:00:00+00:00,0,1941,4,1676,8718,6370,18791,38687
2022-01-02 02:00:00+00:00,2022-01-02 03:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 02:00:00+00:00,0,1940,4,1668,8866,6199,18761,38236
2022-01-02 03:00:00+00:00,2022-01-02 04:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 03:00:00+00:00,0,1941,4,1699,8578,6573,18879,38283
2022-01-02 04:00:00+00:00,2022-01-02 05:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 04:00:00+00:00,0,1940,4,1676,8011,7163,18878,38979
2022-01-02 05:00:00+00:00,2022-01-02 06:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 05:00:00+00:00,0,1940,4,1712,7959,7155,18853,40264
2022-01-02 06:00:00+00:00,2022-01-02 07:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 06:00:00+00:00,0,1940,4,1714,8523,7326,19590,42237
2022-01-02 07:00:00+00:00,2022-01-02 08:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 07:00:00+00:00,0,1940,4,1695,8468,7759,19950,44702
2022-01-02 08:00:00+00:00,2022-01-02 09:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 08:00:00+00:00,0,1940,11,1698,8533,8267,20533,46562
2022-01-02 09:00:00+00:00,2022-01-02 10:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 09:00:00+00:00,0,1940,75,1700,8720,7987,20506,46441
2022-01-02 10:00:00+00:00,2022-01-02 11:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 10:00:00+00:00,0,1940,71,1683,8863,8023,20664,47998
2022-01-02 11:00:00+00:00,2022-01-02 12:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 11:00:00+00:00,0,1943,61,1699,8689,8473,20949,48585
2022-01-02 12:00:00+00:00,2022-01-02 13:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 12:00:00+00:00,0,1944,93,1699,8682,8213,20715,47660
2022-01-02 13:00:00+00:00,2022-01-02 14:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 13:00:00+00:00,0,1944,74,1706,8770,7769,20346,47919
2022-01-02 14:00:00+00:00,2022-01-02 15:00:00+00:00,10YNL----------L,MAW,82,2022-01-02 14:00:00+00:00,0,1943,28,1707,8746,7734,20240,48988
2022-01-02 15:00:00+00:00,2022-01-02 16:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 15:00:00+00:00,0,1941,3,1676,8612,7081,19396,51783
2022-01-02 16:00:00+00:00,2022-01-02 17:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 16:00:00+00:00,0,1940,4,1648,8848,7043,19567,55587
2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 17:00:00+00:00,0,1938,4,1656,8779,6762,19223,54121
2022-01-02 18:00:00+00:00,2022-01-02 19:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 18:00:00+00:00,0,1936,4,1592,8918,6856,19390,52577
2022-01-02 19:00:00+00:00,2022-01-02 20:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 19:00:00+00:00,0,1936,4,1628,8583,7331,19566,50705
2022-01-02 20:00:00+00:00,2022-01-02 21:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 20:00:00+00:00,0,1936,4,1606,8337,7946,19913,48614
2022-01-02 21:00:00+00:00,2022-01-02 22:00:00+00:00,10YNL----------L,MAW,84,2022-01-02 21:00:00+00:00,0,1938,4,1574,8294,8188,20082,46842
2022-01-02 22:00:00+00:00,2022-01-02 23:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 22:00:00+00:00,0,1939,4,1561,8719,8368,20674,44466
2022-01-02 23:00:00+00:00,2022-01-03 00:00:00+00:00,10YNL----------L,MAW,83,2022-01-02 23:00:00+00:00,0,1938,4,1532,8183,8530,20270,42800
2022-01-03 00:00:00+00:00,2022-01-03 01:00:00+00:00,10YNL----------L,MAW,82,2022-01-03 00:00:00+00:00,0,1940,4,1547,6659,8546,18778,41392
2022-01-03 01:00:00+00:00,2022-01-03 02:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 01:00:00+00:00,0,1940,4,1563,6650,8453,18694,40806
2022-01-03 02:00:00+00:00,2022-01-03 03:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 02:00:00+00:00,0,1940,4,1524,6663,8098,18313,40492
2022-01-03 03:00:00+00:00,2022-01-03 04:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 03:00:00+00:00,0,1940,4,1515,7072,8069,18684,40988
2022-01-03 04:00:00+00:00,2022-01-03 05:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 04:00:00+00:00,0,1939,4,1555,7890,8222,19694,43740
2022-01-03 05:00:00+00:00,2022-01-03 06:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 05:00:00+00:00,0,1938,4,1502,8626,8084,20238,47804
2022-01-03 06:00:00+00:00,2022-01-03 07:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 06:00:00+00:00,0,1936,4,1513,8734,8107,20378,52778
2022-01-03 07:00:00+00:00,2022-01-03 08:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 07:00:00+00:00,0,1936,4,1571,8887,8174,20655,57029
2022-01-03 08:00:00+00:00,2022-01-03 09:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 08:00:00+00:00,0,1937,42,1542,8903,8116,20623,58111
2022-01-03 09:00:00+00:00,2022-01-03 10:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 09:00:00+00:00,0,1939,130,1499,8882,8058,20592,56875
2022-01-03 10:00:00+00:00,2022-01-03 11:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 10:00:00+00:00,0,1940,213,1460,8910,8090,20697,55464
2022-01-03 11:00:00+00:00,2022-01-03 12:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 11:00:00+00:00,0,1940,248,1446,8909,8130,20757,55854
2022-01-03 12:00:00+00:00,2022-01-03 13:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 12:00:00+00:00,0,1940,242,1424,8911,8096,20696,56252
2022-01-03 13:00:00+00:00,2022-01-03 14:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 13:00:00+00:00,0,1940,107,1456,8924,7950,20460,57466
2022-01-03 14:00:00+00:00,2022-01-03 15:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 14:00:00+00:00,0,1940,28,1474,8917,7671,20113,58816
2022-01-03 15:00:00+00:00,2022-01-03 16:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 15:00:00+00:00,0,1941,3,1461,8833,7471,19793,61242
2022-01-03 16:00:00+00:00,2022-01-03 17:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 16:00:00+00:00,0,1940,4,1431,8504,7365,19327,63810
2022-01-03 17:00:00+00:00,2022-01-03 18:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 17:00:00+00:00,0,1940,4,1469,8022,7052,18570,60621
2022-01-03 18:00:00+00:00,2022-01-03 19:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 18:00:00+00:00,0,1940,4,1482,7962,6745,18216,58003
2022-01-03 19:00:00+00:00,2022-01-03 20:00:00+00:00,10YNL----------L,MAW,83,2022-01-03 19:00:00+00:00,0,1940,4,1468,7138,6478,17111,54823
2022-01-03 20:00:00+00:00,2022-01-03 21:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 20:00:00+00:00,0,1941,4,1444,6582,6158,16213,52129
2022-01-03 21:00:00+00:00,2022-01-03 22:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 21:00:00+00:00,0,1940,4,1402,5972,5968,15370,49295
2022-01-03 22:00:00+00:00,2022-01-03 23:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 22:00:00+00:00,0,1940,4,1439,5710,5562,14739,46530
2022-01-03 23:00:00+00:00,2022-01-04 00:00:00+00:00,10YNL----------L,MAW,84,2022-01-03 23:00:00+00:00,0,1940,4,1452,5324,5363,14167,44424
2022-01-04 00:00:00+00:00,2022-01-04 01:00:00+00:00,10YNL----------L,MAW,84,2022-01-04 00:00:00+00:00,0,1942,4,1444,5132,4865,13471,43524
2022-01-04 01:00:00+00:00,2022-01-04 02:00:00+00:00,10YNL----------L,MAW,84,2022-01-04 01:00:00+00:00,0,1940,4,1444,5204,4542,13218,42615
2022-01-04 02:00:00+00:00,2022-01-04 03:00:00+00:00,10YNL----------L,MAW,84,2022-01-04 02:00:00+00:00,0,1940,4,1441,4320,4232,12021,42249
2022-01-04 03:00:00+00:00,2022-01-04 04:00:00+00:00,10YNL----------L,MAW,84,2022-01-04 03:00:00+00:00,0,1940,4,1380,3569,3884,10861,42804
2022-01-04 04:00:00+00:00,2022-01-04 05:00:00+00:00,10YNL----------L,MAW,84,2022-01-04 04:00:00+00:00,0,1940,4,1443,3486,3828,10785,45047
2022-01-04 05:00:00+00:00,2022-01-04 06:00:00+00:00,10YNL----------L,MAW,83,2022-01-04 05:00:00+00:00,0,1937,4,1418,2842,3683,9967,49175
2022-01-04 06:00:00+00:00,2022-01-04 07:00:00+00:00,10YNL----------L,MAW,82,2022-01-04 06:00:00+00:00,0,1936,4,1396,3001,3576,9995,54802
2022-01-04 07:00:00+00:00,2022-01-04 08:00:00+00:00,10YNL----------L,MAW,81,2022-01-04 07:00:00+00:00,0,1936,4,1368,2832,2930,9151,59275
2022-01-04 08:00:00+00:00,2022-01-04 09:00:00+00:00,10YNL----------L,MAW,67,2022-01-04 08:00:00+00:00,0,1937,17,1400,3562,2772,9755,60815
2022-01-04 09:00:00+00:00,2022-01-04 10:00:00+00:00,10YNL----------L,MAW,70,2022-01-04 09:00:00+00:00,0,1953,53,1438,1981,2724,8219,60695
2022-01-04 10:00:00+00:00,2022-01-04 11:00:00+00:00,10YNL----------L,MAW,78,2022-01-04 10:00:00+00:00,0,1940,56,1440,3092,2450,9056,60731
2022-01-04 11:00:00+00:00,2022-01-04 12:00:00+00:00,10YNL----------L,MAW,81,2022-01-04 11:00:00+00:00,0,1937,101,1424,3574,2321,9438,60624
2022-01-04 12:00:00+00:00,2022-01-04 13:00:00+00:00,10YNL----------L,MAW,65,2022-01-04 12:00:00+00:00,0,1940,140,1401,4840,1758,10144,60527
2022-01-04 13:00:00+00:00,2022-01-04 14:00:00+00:00,10YNL----------L,MAW,64,2022-01-04 13:00:00+00:00,0,1940,126,1370,4848,1664,10012,60152
2022-01-04 14:00:00+00:00,2022-01-04 15:00:00+00:00,10YNL----------L,MAW,64,2022-01-04 14:00:00+00:00,0,1940,56,1364,3879,1949,9252,60484
2022-01-04 15:00:00+00:00,2022-01-04 16:00:00+00:00,10YNL----------L,MAW,65,2022-01-04 15:00:00+00:00,0,1940,3,1341,5583,2344,11276,62735
2022-01-04 16:00:00+00:00,2022-01-04 17:00:00+00:00,10YNL----------L,MAW,64,2022-01-04 16:00:00+00:00,0,1940,4,1350,4989,2060,10407,65179
2022-01-04 17:00:00+00:00,2022-01-04 18:00:00+00:00,10YNL----------L,MAW,64,2022-01-04 17:00:00+00:00,0,1940,4,1377,6387,2313,12085,61854
2022-01-04 18:00:00+00:00,2022-01-04 19:00:00+00:00,10YNL----------L,MAW,63,2022-01-04 18:00:00+00:00,0,1938,4,1404,7692,3271,14372,59419
2022-01-04 19:00:00+00:00,2022-01-04 20:00:00+00:00,10YNL----------L,MAW,63,2022-01-04 19:00:00+00:00,0,1936,4,1424,7407,3601,14435,56378
2022-01-04 20:00:00+00:00,2022-01-04 21:00:00+00:00,10YNL----------L,MAW,63,2022-01-04 20:00:00+00:00,0,1936,4,1423,8149,4251,15826,53698
2022-01-04 21:00:00+00:00,2022-01-04 22:00:00+00:00,10YNL----------L,MAW,62,2022-01-04 21:00:00+00:00,0,1936,4,1415,8570,5323,17310,51094
2022-01-04 22:00:00+00:00,2022-01-04 23:00:00+00:00,10YNL----------L,MAW,63,2022-01-04 22:00:00+00:00,0,1938,4,1426,8401,5431,17263,48171
2022-01-04 23:00:00+00:00,2022-01-05 00:00:00+00:00,10YNL----------L,MAW,61,2022-01-04 23:00:00+00:00,0,1940,4,1431,8653,5774,17863,46082
2022-01-05 00:00:00+00:00,2022-01-05 01:00:00+00:00,10YNL----------L,MAW,60,2022-01-05 00:00:00+00:00,0,1940,4,1415,8784,6276,18479,44542
2022-01-05 01:00:00+00:00,2022-01-05 02:00:00+00:00,10YNL----------L,MAW,60,2022-01-05 01:00:00+00:00,0,1940,4,1396,8828,6686,18914,44317
2022-01-05 02:00:00+00:00,2022-01-05 03:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 02:00:00+00:00,0,1940,4,1396,8928,7056,19387,44149
2022-01-05 03:00:00+00:00,2022-01-05 04:00:00+00:00,10YNL----------L,MAW,64,2022-01-05 03:00:00+00:00,0,1941,4,1376,8933,7431,19749,44739
2022-01-05 04:00:00+00:00,2022-01-05 05:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 04:00:00+00:00,0,1939,4,1380,8922,7706,20013,46258
2022-01-05 05:00:00+00:00,2022-01-05 06:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 05:00:00+00:00,0,1940,4,1340,8876,8148,20371,49996
2022-01-05 06:00:00+00:00,2022-01-05 07:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 06:00:00+00:00,0,1937,4,1337,8919,8422,20681,55534
2022-01-05 07:00:00+00:00,2022-01-05 08:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 07:00:00+00:00,0,1936,7,1335,8898,8343,20582,59353
2022-01-05 08:00:00+00:00,2022-01-05 09:00:00+00:00,10YNL----------L,MAW,64,2022-01-05 08:00:00+00:00,0,1936,29,1369,8893,8357,20648,61021
2022-01-05 09:00:00+00:00,2022-01-05 10:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 09:00:00+00:00,0,1936,137,1354,8910,8301,20701,61124
2022-01-05 10:00:00+00:00,2022-01-05 11:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 10:00:00+00:00,0,1936,296,1327,8887,8397,20905,60209
2022-01-05 11:00:00+00:00,2022-01-05 12:00:00+00:00,10YNL----------L,MAW,61,2022-01-05 11:00:00+00:00,0,1936,309,1283,8884,8455,20928,59304
2022-01-05 12:00:00+00:00,2022-01-05 13:00:00+00:00,10YNL----------L,MAW,61,2022-01-05 12:00:00+00:00,0,1937,233,1272,8701,8403,20607,59158
2022-01-05 13:00:00+00:00,2022-01-05 14:00:00+00:00,10YNL----------L,MAW,61,2022-01-05 13:00:00+00:00,0,1940,111,1269,8767,8230,20378,59484
2022-01-05 14:00:00+00:00,2022-01-05 15:00:00+00:00,10YNL----------L,MAW,59,2022-01-05 14:00:00+00:00,0,1940,49,1311,8712,7824,19895,60449
2022-01-05 15:00:00+00:00,2022-01-05 16:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 15:00:00+00:00,0,1940,5,1332,8787,7769,19895,62690
2022-01-05 16:00:00+00:00,2022-01-05 17:00:00+00:00,10YNL----------L,MAW,61,2022-01-05 16:00:00+00:00,0,1940,4,1362,8837,7341,19545,65027
2022-01-05 17:00:00+00:00,2022-01-05 18:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 17:00:00+00:00,0,1940,4,1412,8835,7050,19303,62286
2022-01-05 18:00:00+00:00,2022-01-05 19:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 18:00:00+00:00,0,1940,4,1440,8846,6783,19076,59793
2022-01-05 19:00:00+00:00,2022-01-05 20:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 19:00:00+00:00,0,1938,4,1433,8459,7035,18932,56930
2022-01-05 20:00:00+00:00,2022-01-05 21:00:00+00:00,10YNL----------L,MAW,63,2022-01-05 20:00:00+00:00,0,1936,4,1432,7198,6484,17117,54108
2022-01-05 21:00:00+00:00,2022-01-05 22:00:00+00:00,10YNL----------L,MAW,64,2022-01-05 21:00:00+00:00,0,1936,4,1455,6927,6221,16607,51647
2022-01-05 22:00:00+00:00,2022-01-05 23:00:00+00:00,10YNL----------L,MAW,64,2022-01-05 22:00:00+00:00,0,1939,4,1458,5979,6189,15633,48823
2022-01-05 23:00:00+00:00,2022-01-06 00:00:00+00:00,10YNL----------L,MAW,62,2022-01-05 23:00:00+00:00,0,1940,4,1459,7407,5706,16578,46607
2022-01-06 00:00:00+00:00,2022-01-06 01:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 00:00:00+00:00,0,1940,4,1472,5444,4432,13356,44926
2022-01-06 01:00:00+00:00,2022-01-06 02:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 01:00:00+00:00,0,1940,4,1495,4633,4219,12355,43936
2022-01-06 02:00:00+00:00,2022-01-06 03:00:00+00:00,10YNL----------L,MAW,62,2022-01-06 02:00:00+00:00,0,1940,4,1483,4062,2672,10223,43617
2022-01-06 03:00:00+00:00,2022-01-06 04:00:00+00:00,10YNL----------L,MAW,63,2022-01-06 03:00:00+00:00,0,1940,4,1458,3079,1839,8383,44290
2022-01-06 04:00:00+00:00,2022-01-06 05:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 04:00:00+00:00,0,1940,4,1444,1595,1593,6637,46569
2022-01-06 05:00:00+00:00,2022-01-06 06:00:00+00:00,10YNL----------L,MAW,60,2022-01-06 05:00:00+00:00,0,1940,4,1439,1245,1061,5749,51235
2022-01-06 06:00:00+00:00,2022-01-06 07:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 06:00:00+00:00,0,1937,4,1406,1200,744,5352,57237
2022-01-06 07:00:00+00:00,2022-01-06 08:00:00+00:00,10YNL----------L,MAW,62,2022-01-06 07:00:00+00:00,0,1933,10,1387,358,700,4450,60865
2022-01-06 08:00:00+00:00,2022-01-06 09:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 08:00:00+00:00,0,1935,119,1431,332,780,4658,59895
2022-01-06 09:00:00+00:00,2022-01-06 10:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 09:00:00+00:00,0,1932,256,1462,794,996,5504,56254
2022-01-06 10:00:00+00:00,2022-01-06 11:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 10:00:00+00:00,0,1936,366,1465,1409,991,6231,53946
2022-01-06 11:00:00+00:00,2022-01-06 12:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 11:00:00+00:00,0,1936,425,1450,2336,1479,7687,52892
2022-01-06 12:00:00+00:00,2022-01-06 13:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 12:00:00+00:00,0,1936,373,1409,2881,2020,8680,53562
2022-01-06 13:00:00+00:00,2022-01-06 14:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 13:00:00+00:00,0,1936,222,1409,3881,2094,9603,55745
2022-01-06 14:00:00+00:00,2022-01-06 15:00:00+00:00,10YNL----------L,MAW,60,2022-01-06 14:00:00+00:00,0,1939,73,1428,5070,2837,11407,58746
2022-01-06 15:00:00+00:00,2022-01-06 16:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 15:00:00+00:00,0,1940,4,1438,6183,3054,12683,62312
2022-01-06 16:00:00+00:00,2022-01-06 17:00:00+00:00,10YNL----------L,MAW,62,2022-01-06 16:00:00+00:00,0,1939,4,1442,7198,4304,14949,65345
2022-01-06 17:00:00+00:00,2022-01-06 18:00:00+00:00,10YNL----------L,MAW,62,2022-01-06 17:00:00+00:00,0,1940,4,1476,8463,5306,17251,62671
2022-01-06 18:00:00+00:00,2022-01-06 19:00:00+00:00,10YNL----------L,MAW,62,2022-01-06 18:00:00+00:00,0,1940,4,1479,8923,6854,19262,60087
2022-01-06 19:00:00+00:00,2022-01-06 20:00:00+00:00,10YNL----------L,MAW,64,2022-01-06 19:00:00+00:00,0,1936,4,1462,8944,7455,19865,57242
2022-01-06 20:00:00+00:00,2022-01-06 21:00:00+00:00,10YNL----------L,MAW,63,2022-01-06 20:00:00+00:00,0,1936,4,1495,8706,7734,19938,54355
2022-01-06 21:00:00+00:00,2022-01-06 22:00:00+00:00,10YNL----------L,MAW,61,2022-01-06 21:00:00+00:00,0,1936,4,1465,8121,7861,19448,51176
2022-01-06 22:00:00+00:00,2022-01-06 23:00:00+00:00,10YNL----------L,MAW,63,2022-01-06 22:00:00+00:00,0,1937,4,1476,8501,7888,19869,48467
2022-01-06 23:00:00+00:00,2022-01-07 00:00:00+00:00,10YNL----------L,MAW,63,2022-01-06 23:00:00+00:00,0,1937,4,1502,8570,8116,20192,46534
2022-01-07 00:00:00+00:00,2022-01-07 01:00:00+00:00,10YNL----------L,MAW,63,2022-01-07 00:00:00+00:00,0,1936,4,1503,8593,8098,20197,44996
2022-01-07 01:00:00+00:00,2022-01-07 02:00:00+00:00,10YNL----------L,MAW,64,2022-01-07 01:00:00+00:00,0,1938,4,1486,8739,8060,20291,43913
2022-01-07 02:00:00+00:00,2022-01-07 03:00:00+00:00,10YNL----------L,MAW,64,2022-01-07 02:00:00+00:00,0,1940,4,1456,7819,7980,19263,43252
2022-01-07 03:00:00+00:00,2022-01-07 04:00:00+00:00,10YNL----------L,MAW,64,2022-01-07 03:00:00+00:00,0,1940,4,1473,8510,7624,19615,43937
2022-01-07 04:00:00+00:00,2022-01-07 05:00:00+00:00,10YNL----------L,MAW,61,2022-01-07 04:00:00+00:00,0,1939,4,1451,8290,7526,19271,45972
2022-01-07 05:00:00+00:00,2022-01-07 06:00:00+00:00,10YNL----------L,MAW,60,2022-01-07 05:00:00+00:00,0,1936,4,1482,8661,7208,19351,50094
2022-01-07 06:00:00+00:00,2022-01-07 07:00:00+00:00,10YNL----------L,MAW,62,2022-01-07 06:00:00+00:00,0,1936,4,1468,8654,6503,18627,55364
2022-01-07 07:00:00+00:00,2022-01-07 08:00:00+00:00,10YNL----------L,MAW,62,2022-01-07 07:00:00+00:00,0,1938,4,1480,8825,5779,18088,59510
2022-01-07 08:00:00+00:00,2022-01-07 09:00:00+00:00,10YNL----------L,MAW,63,2022-01-07 08:00:00+00:00,0,1936,44,1476,8832,5536,17887,60270
2022-01-07 09:00:00+00:00,2022-01-07 10:00:00+00:00,10YNL----------L,MAW,64,2022-01-07 09:00:00+00:00,0,1936,112,1482,8360,5756,17710,58822
2022-01-07 10:00:00+00:00,2022-01-07 11:00:00+00:00,10YNL----------L,MAW,63,2022-01-07 10:00:00+00:00,0,1937,162,1475,7734,5959,17330,57216
2022-01-07 11:00:00+00:00,2022-01-07 12:00:00+00:00,10YNL----------L,MAW,62,2022-01-07 11:00:00+00:00,0,1936,223,1470,7869,5827,17387,57208
2022-01-07 12:00:00+00:00,2022-01-07 13:00:00+00:00,10YNL----------L,MAW,62,2022-01-07 12:00:00+00:00,0,1934,234,1478,8030,5942,17680,57496
2022-01-07 13:00:00+00:00,2022-01-07 14:00:00+00:00,10YNL----------L,MAW,61,2022-01-07 13:00:00+00:00,0,1936,136,1427,8620,5185,17365,58620
2022-01-07 14:00:00+00:00,2022-01-07 15:00:00+00:00,10YNL----------L,MAW,61,2022-01-07 14:00:00+00:00,0,1938,47,1435,8137,4951,16569,59952
